Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
2017,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,61
2017,ILLINOIS,17,CENTRAL,40,STARK,175,64.6
2017,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,59.2
2017,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,66.8
2017,ILLINOIS,17,SOUTHWEST,80,UNION,181,51.6
2017,ILLINOIS,17,EAST,50,VERMILION,183,64.9
2017,ILLINOIS,17,SOUTHEAST,90,WABASH,185,54.4
2017,ILLINOIS,17,WEST,30,WARREN,187,63.3
2017,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,48.3
2017,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,47.5
2017,ILLINOIS,17,SOUTHEAST,90,WHITE,193,52.8
2017,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,58.7
2017,ILLINOIS,17,NORTHEAST,20,WILL,197,50.9
2017,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,47.2
2017,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,47.2
2017,ILLINOIS,17,CENTRAL,40,WOODFORD,203,60.4
2017,ILLINOIS,17,NORTHEAST,20,COOK,31,43.7
2017,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,43.7
2017,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,48.2
2017,ILLINOIS,17,NORTHEAST,20,LAKE,97,43.7
2017,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,48.2
